No.,X,Y,Z,魂No ,魂名,読み,先天６螺旋,後天６系統,顕現６叡智,6螺旋の詳細,五行属性,主徳,魂の一文要約,魂の漢字解説,魂からのメッセージ,問いかけ,
175,5,6,1,175,信空,しんくう,空,信念系,數理,空の螺旋は強い信念を数理的に明確化し、無限の可能性を具現化する思考力を持つ。,金,智,信念を数理で支え、可能性を現実化する魂。,「信」：信念、信頼、「空」：無限、可能性,『君の信念と論理が一体となったとき、無限の可能性が具体化する。』,この信空の特性を生かして君はどう生きるか？,
176,5,6,2,176,陽透,ようとう,空,信念系,陰陽,空の螺旋は明るく力強い信念を持ち、陰陽のバランスを直観的に見通す。,金,礼,明るい信念で調和を保ち、陰陽を見透かす魂。,「陽」：明るさ、積極性、「透」：見透す、明確,『君の明るい信念が、陰陽を調和させる明確な道を示すだろう。』,この陽透の特性を生かして君はどう生きるか？,
177,5,6,3,177,転澄,てんちょう,空,信念系,易変,空の螺旋は信念で変化を受け入れ、常に新たな状態へと転換し澄み渡らせる。,金,智,信念をもって変化を受け入れ、新たな澄んだ状態を生み出す魂。,「転」：変化、動き、「澄」：清らか、純粋,『君の信念が変化を受け入れるとき、そこには必ず新しい清らかな状態が生まれる。』,この転澄の特性を生かして君はどう生きるか？,
178,5,6,4,178,環澄,かんちょう,空,信念系,螺律,空の螺旋は信念を調和の取れた循環の中で保ち、純粋で澄んだ状態を維持する。,金,義,調和した循環で信念を守り、純粋さを保つ魂。,「環」：循環、調和、「澄」：純粋、清らか,『君の信念が調和の環の中で循環するとき、純粋な力が維持される。』,この環澄の特性を生かして君はどう生きるか？,
179,5,6,5,179,霊透,れいとう,空,信念系,霊脈,空の螺旋は霊的な信念を明確に見通し、高次元のエネルギーを信念と結びつける。,金,信,霊的な信念を明確に感じ取り、透き通った高次の力を得る魂。,「霊」：霊的、高次元、「透」：明確、透明,『君の信念が霊的な高次元とつながるとき、透き通ったエネルギーが流れ込む。』,この霊透の特性を生かして君はどう生きるか？,
180,5,6,6,180,真空,しんくう,空,信念系,真形,空の螺旋は信念で真実を捉え、空のように純粋で無限の可能性を表現する。,金,智,信念で真実を捉え、純粋で無限の可能性を生み出す魂。,「真」：真実、本質、「空」：無限、純粋,『君の信念が真実を掴むとき、無限の可能性が君の前に広がる。』,この真空の特性を生かして君はどう生きるか？,
181,6,1,1,181,理耀,りよう,識,智略系,數理,識の螺旋は深い叡智を象徴し、智略と数理的な論理性を調和させ、明晰で輝くような知性を発揮する。,水,智,明晰な智略と数理的輝きを放つ、深遠な叡智の魂。,「理」：論理的な理解、「耀」：輝き、光り輝く知性。,『君が紡ぎ出す論理は知性の輝きとなり、人々を真理へ導く。』,この理耀の特性を生かして君はどう生きるか？,
182,6,1,2,182,衡明,こうめい,識,智略系,陰陽,識の螺旋は智略を陰陽の調和で深く理解し、バランスを取りながら明晰さを発揮する。,水,智,陰陽の調和を智慧で保ち、明晰な理解をもたらす魂。,「衡」：バランスをとる、「明」：明晰さ、理解の深さ。,『君が保つ絶妙なバランスが、世界に新しい明晰さをもたらすだろう。』,この衡明の特性を生かして君はどう生きるか？,
183,6,1,3,183,洞玄,どうげん,識,智略系,易変,識の螺旋は智略を用いて変化の本質を深く洞察し、物事の真実に鋭く迫る。,水,義,深い洞察力で変化の本質を見抜き、真実を明らかにする魂。,「洞」：深く洞察する、「玄」：深遠な真理、奥深さ。,『君が見る深遠な真実は、人々に新たな気付きを与えるだろう。』,この洞玄の特性を生かして君はどう生きるか？,
184,6,1,4,184,織律,しきりつ,識,智略系,螺律,識の螺旋は智略を規則的で精密な織物のように構築し、調和した理論体系を生み出す。,水,智,智略を精密に織りなし、調和した体系を構築する魂。,「織」：精密に編む、「律」：規則性、調和。,『君が織りなす調和は、明晰で美しい理論となって響くだろう。』,この織律の特性を生かして君はどう生きるか？,
185,6,1,5,185,透魂,とうこん,識,智略系,霊脈,識の螺旋は智略を通じて霊的な繋がりを透明に見通し、精神的な真理を明らかにする。,水,信,霊的な真実を透明に見通し、深い理解を伝える魂。,「透」：見通す、透明な理解、「魂」：精神的な本質。,『君の透き通った視線は、人々の魂に直接語りかけるだろう。』,この透魂の特性を生かして君はどう生きるか？,
186,6,1,6,186,真映,しんえい,識,智略系,真形,識の螺旋は智略を用いて真実を鮮やかに映し出し、真理の形を明確に示す。,水,智,真実を鮮明に映し出し、真理を明確に表現する魂。,「真」：真実、「映」：映し出す、明確に示す。,『君が映し出す真実は、人々を新たな気づきへと導くだろう。』,この真映の特性を生かして君はどう生きるか？,
187,6,2,1,187,和晶,わしょう,識,共鳴系,數理,識の螺旋は共鳴を数理的な美しさで結晶化し、調和のとれた共感を創り出す。,水,礼,共鳴を数理的な結晶の美しさで調和させる魂。,「和」：調和、「晶」：結晶、明瞭さ。,『君の中で響き合う調和が美しい結晶となり、人々を惹きつけるだろう。』,この和晶の特性を生かして君はどう生きるか？,
188,6,2,2,188,奏環,そうかん,識,共鳴系,陰陽,識の螺旋は共鳴を陰陽のバランスで調和し、環状に連なる美しい響きを創り出す。,水,信,陰陽の調和で美しい共鳴の環を奏でる魂。,「奏」：音楽のような調和、「環」：環状、連なり。,『君が奏でる調和の輪が広がり、周囲を優しく包み込むだろう。』,この奏環の特性を生かして君はどう生きるか？,
189,6,2,3,189,澄転,ちょうてん,識,共鳴系,易変,識の螺旋は共鳴を敏感に感じ取り、清らかで柔軟な変化を巧みに操る。,水,智,澄んだ感性で柔軟に変化を捉え、共鳴を広げる魂。,「澄」：透明で清らかな、「転」：変化、柔軟性。,『君が感じ取る微かな変化は、新たな調和への導きだろう。』,この澄転の特性を生かして君はどう生きるか？,
190,6,2,4,190,韻律,いんりつ,識,共鳴系,螺律,識の螺旋は共鳴を規則的で美しいリズムに整え、深く響き渡る調和を生み出す。,水,礼,美しい共鳴を規則的なリズムに整え、響かせる魂。,「韻」：響き、余韻、「律」：リズム、規則性。,『君の心が奏でる規則的な響きが、世界を美しく調和させるだろう。』,この韻律の特性を生かして君はどう生きるか？,
191,6,2,5,191,静漣,せいれん,識,共鳴系,霊脈,識の螺旋は共鳴を静かな湖面のように深く穏やかに響かせ、霊的なつながりを微細に感じ取る。,水,信,深く静かな共鳴で、微細な霊的つながりを感知する魂。,「静」：静かで深い、「漣」：微かな波紋。,『君の静かな心が感じ取る微かな波動が、人々の霊的な感覚を目覚めさせるだろう。』,この静漣の特性を生かして君はどう生きるか？,
192,6,2,6,192,真織,まおり,識,共鳴系,真形,識の螺旋は共鳴を真実の織物のように編み上げ、本質を美しく形作る。,水,智,共鳴を通じて真実を美しく織り成し、その本質を伝える魂。,「真」：真実、「織」：編む、美しく構成する。,『君が紡ぎ出す真実の織物が、世界に新しい調和をもたらすだろう。』,この真織の特性を生かして君はどう生きるか？,
193,6,3,1,193,清駆,せいく,識,行動系,數理,識の螺旋は清らかな意図で数理的に計算し、明確な目標に向けて迅速に行動する。,水,義,清らかな意図で明晰に行動を導き、目標を達成する魂。,「清」：清らかで明晰、「駆」：迅速に進む。,『君が持つ明晰な意図が、迅速で確かな行動を導くだろう。』,この清駆の特性を生かして君はどう生きるか？,
194,6,3,2,194,凛衡,りんこう,識,行動系,陰陽,識の螺旋は凛とした強さで陰陽のバランスを取りながら、調和的に行動を進める。,水,礼,凛とした強さで陰陽の調和を保ち、バランスよく行動する魂。,「凛」：厳しく強い、「衡」：調和、バランス。,『君が凛とした態度でバランスを取るとき、新たな調和が生まれるだろう。』,この凛衡の特性を生かして君はどう生きるか？,
195,6,3,3,195,流迅,りゅうじん,識,行動系,易変,識の螺旋は流れるように柔軟に変化を捉え、迅速かつ的確に行動する。,水,信,流れるように変化を捉え、素早く適応し行動する魂。,「流」：柔軟に流れる、「迅」：迅速な動き。,『君が流れを感じて動くとき、世界は君に追随するだろう。』,この流迅の特性を生かして君はどう生きるか？,
196,6,3,4,196,律渦,りつか,識,行動系,螺律,識の螺旋は規則正しいリズムで行動を渦のように循環させ、持続的な影響力を発揮する。,水,智,規則正しく行動を循環させ、持続的な力を生み出す魂。,「律」：規則性、「渦」：循環、持続的な動き。,『君が創り出す行動の渦は、永続的な影響を世界にもたらすだろう。』,この律渦の特性を生かして君はどう生きるか？,
197,6,3,5,197,静霊,せいれい,識,行動系,霊脈,識の螺旋は静かな行動で霊的なエネルギーを感じ取り、深い精神的な影響を与える。,水,信,静かな行動を通じて霊的なエネルギーを伝える魂。,「静」：静かな深さ、「霊」：霊的な存在。,『君の静かな行動は、周囲に深い霊的な影響をもたらすだろう。』,この静霊の特性を生かして君はどう生きるか？,
198,6,3,6,198,真翔,ましょう,識,行動系,真形,識の螺旋は真実を行動で自由に表現し、真理を羽ばたかせる。,水,義,真実を自由に行動で表現し、世界に羽ばたかせる魂。,「真」：真実、「翔」：自由に飛翔する。,『君が真実を胸に自由に動くとき、世界は新しい視点を手に入れるだろう。』,この真翔の特性を生かして君はどう生きるか？,
199,6,4,1,199,緻綾,ちりょう,識,創造系,數理,識の螺旋は緻密な数理を用いて創造力を織り上げ、精緻な美を生み出す。,水,智,緻密な数理的創造力で精緻な美を生み出す魂。,「緻」：細かな精度、「綾」：美しく複雑な模様。,『君が生み出す緻密な美しさは、人々を感嘆させるだろう。』,この緻綾の特性を生かして君はどう生きるか？,
200,6,4,2,200,明漣,めいれん,識,創造系,陰陽,識の螺旋は明るい調和を微かな波紋のように広げ、創造性を豊かに響かせる。,水,礼,明るく繊細な調和で創造性を広げる魂。,「明」：明るさ、明晰さ、「漣」：微かな波紋。,『君の明るく繊細な感性が、新しい創造性を世界に届けるだろう。』,この明漣の特性を生かして君はどう生きるか？,
201,6,4,3,201,翠瞬,すいしゅん,識,創造系,易変,識の螺旋は繊細で鮮やかな創造力を瞬時の変化に対応させ、新鮮な発想を生み出す。,水,信,鮮やかな感性で瞬時の変化をとらえ、創造を広げる魂。,「翠」：鮮やかな緑、美しさ。「瞬」：瞬間の鋭敏な感覚。,『君の鮮やかな感性が瞬間をとらえるたび、世界に新たな美しさが生まれるだろう。』,この翠瞬の特性を生かして君はどう生きるか？,
202,6,4,4,202,韻渦,いんか,識,創造系,螺律,識の螺旋は調和のとれたリズムを渦のように循環させ、新しい創造を響かせる。,水,智,美しい調和を循環させ、響きを生み出す魂。,「韻」：美しい調和。「渦」：循環し持続するエネルギー。,『君の創造する調和の響きは、世界を美しい循環へと導くだろう。』,この韻渦の特性を生かして君はどう生きるか？,
203,6,4,5,203,幽絲,ゆうし,識,創造系,霊脈,識の螺旋は繊細な霊的感性を創造に織り込み、見えない繋がりを生み出す。,水,信,繊細な霊的感性で、見えない世界を創造的に織り上げる魂。,「幽」：微かな神秘。「絲」：細く繊細な繋がり。,『君が織りなす霊的な糸は、人々を静かな共鳴へと導くだろう。』,この幽絲の特性を生かして君はどう生きるか？,
204,6,4,6,204,瑛華,えいか,識,創造系,真形,識の螺旋は真実の美しさを、光り輝く華のように鮮やかに創り出す。,水,礼,真実の美しさを鮮やかに具現化する魂。,「瑛」：美しく輝く宝石。「華」：華やかさ、輝き。,『君が咲かせる真実の華は、人々の心に深く刻まれるだろう。』,この瑛華の特性を生かして君はどう生きるか？,
205,6,5,1,205,澄析,ちょうせき,識,直感系,數理,識の螺旋は澄んだ直感を数理的に解析し、新たな洞察を生む。,水,智,澄んだ直感を論理的に解析し、明晰な理解を導く魂。,「澄」：透き通るような明晰さ。「析」：解析、明らかにする。,『君の透き通る直感と論理の融合は、新たな叡智をもたらすだろう。』,この澄析の特性を生かして君はどう生きるか？,
206,6,5,2,206,環明,かんめい,識,直感系,陰陽,識の螺旋は直感的に陰陽の調和を見抜き、明るい循環を生み出す。,水,義,直感で陰陽を見極め、調和的な循環を導く魂。,「環」：循環、調和。「明」：明るく明確な理解。,『君の直感が捉える陰陽の調和は、世界に明るい循環を生み出すだろう。』,この環明の特性を生かして君はどう生きるか？,
207,6,5,3,207,妙遷,みょうせん,識,直感系,易変,識の螺旋は直感的に変化を感知し、絶妙なタイミングで新しい道を開く。,水,信,直感で変化を感じ取り、絶妙なタイミングで行動する魂。,「妙」：絶妙さ。「遷」：変化、移行。,『君の直感が捉える絶妙な変化が、最善の道を拓くだろう。』,この妙遷の特性を生かして君はどう生きるか？,
208,6,5,4,208,律瀬,りつらい,識,直感系,螺律,識の螺旋は直感的に調和のリズムを見出し、それを清流のように流れさせる。,水,礼,直感で調和のリズムを掴み、美しく流れを作る魂。,「律」：調和、リズム。「瀬」：流れの清らかな部分。,『君の直感が作り出す美しいリズムは、清らかな流れを生むだろう。』,この律瀬の特性を生かして君はどう生きるか？,
209,6,5,5,209,澪響,れいきょう,識,直感系,霊脈,識の螺旋は直感で霊的な響きを感じ取り、それを深い水脈のように伝える。,水,智,直感で霊的な響きを捉え、深く伝える魂。,「澪」：水の深い流れ。「響」：響き、共鳴。,『君が感じる深い響きは、静かに、しかし力強く人々を動かすだろう。』,この澪響の特性を生かして君はどう生きるか？,
210,6,5,6,210,瑞真,ずいしん,識,直感系,真形,識の螺旋は直感的に真実を感じ取り、それを瑞々しく新鮮な形で示す。,水,義,直感で真実を瑞々しく表現し、新鮮な気づきを与える魂。,「瑞」：瑞々しい、新鮮。「真」：真実。,『君の直感が導き出す真実は、いつも新鮮で人々の心を潤すだろう。』,この瑞真の特性を生かして君はどう生きるか？,
211,6,6,1,211,聖矩,せいく,識,信念系,數理,識の螺旋は信念を聖なる基準で数理的に整え、正しい方向へ導く。,水,信,聖なる基準をもって信念を数理的に整え、正しい道を示す魂。,「聖」：神聖、純粋。「矩」：規準、基準。,『君が持つ純粋な基準が、正しい道筋を明確に示すだろう。』,この聖矩の特性を生かして君はどう生きるか？,
212,6,6,2,212,和暉,わき,識,信念系,陰陽,識の螺旋は信念を穏やかな光のように照らし、陰陽の調和を保ちながら世界を照らす。,水,礼,信念を穏やかな光で調和させ、人々を照らす魂。,「和」：調和、平和。「暉」：穏やかな輝き。,『君が持つ穏やかな信念の輝きは、世界に調和をもたらすだろう。』,この和暉の特性を生かして君はどう生きるか？,
213,6,6,3,213,道遷,どうせん,識,信念系,易変,識の螺旋は信念をもって変化を柔軟に受け入れ、新たな道を切り開いていく。,水,智,信念を貫きつつ変化を柔軟に受け入れ、新しい道を開拓する魂。,「道」：道筋、信念。「遷」：移り変わり、変化。,『君の信念が柔軟に変化を受け入れる時、常に最善の道が開かれるだろう。』,この道遷の特性を生かして君はどう生きるか？,
214,6,6,4,214,律泉,りつせん,識,信念系,螺律,識の螺旋は信念を規則正しい泉のように湧き上がらせ、持続的なエネルギーを生み出す。,水,信,信念を泉のように規則正しく湧き上がらせ、安定した力をもたらす魂。,「律」：規則性、調和。「泉」：湧き出る力の源。,『君の規則正しい信念は尽きることなく湧き続け、周囲を潤し続けるだろう。』,この律泉の特性を生かして君はどう生きるか？,
215,6,6,5,215,深霞,しんか,識,信念系,霊脈,識の螺旋は深い霊的感性で、霞のように微妙な境界を越え、見えない世界との繋がりを深める。,水,義,深い霊的感性を持ち、見えない世界との境界を超える魂。,「深」：奥深さ。「霞」：微妙で美しい境界。,『君が持つ深い信念は、見えない世界への扉を静かに開くだろう。』,この深霞の特性を生かして君はどう生きるか？,
216,6,6,6,216,真澄,ますみ,識,信念系,真形,識の螺旋は信念を真実そのものとして澄み切った状態で表し、その本質を明らかにする。,水,智,信念を真実として澄み渡らせ、その本質を表現する魂。,「真」：真実、本質。「澄」：澄み切った明晰さ。,『君が持つ真実の信念は、澄み渡った心で世界を照らし続けるだろう。』,この真澄の特性を生かして君はどう生きるか？,
